2021-03-18 15:50:26	   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.9375   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:26	22.8750   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.8750   52.2500
2021-03-18 15:50:27	22.9375   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.8750   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.9375   52.2500
2021-03-18 15:50:28	22.8750   52.2500
